ID,Nominee,Party,Gender,State,Region,WiderRegion,Type,Race,Class,Incumbent,Victor,Votes,Share,Total,HeldBy,Hometown,ElectionDay,ElectionYear,YearType,LastElection,Final,Special,Runoff
1012,R. Edward Cruz,Republican,Male,Texas,South Central,South,Senate,TX-Sen,Class 1,TRUE,TRUE,5990741,0.5305,11291854,Republican,"Houston, Texas",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1013,Colin Z. Allred,Democratic,Male,Texas,South Central,South,Senate,TX-Sen,Class 1,FALSE,FALSE,5031249,0.4456,11291854,Republican,"Dallas, Texas",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1014,"Theodore E. Brown, Jr.",Libertarian,Male,Texas,South Central,South,Senate,TX-Sen,Class 1,FALSE,FALSE,267039,0.0236,11291854,Republican,"Austin, Texas",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1015,Nathaniel Q. Moran,Republican,Male,Texas,South Central,South,House,TX-01,Class 1,TRUE,TRUE,258523,1.0,258523,Republican,"Whitehouse, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1016,Daniel R. Crenshaw,Republican,Male,Texas,South Central,South,House,TX-02,Class 1,TRUE,TRUE,214631,0.6566,326883,Republican,"Humble, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1017,Peter S. Filler,Democratic,Male,Texas,South Central,South,House,TX-02,Class 1,FALSE,FALSE,112252,0.3434,326883,Republican,"Houston, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1018,Keith A. Self,Republican,Male,Texas,South Central,South,House,TX-03,Class 1,TRUE,TRUE,237794,0.6245,380747,Republican,"McKinney, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1019,Sandeep K. Srivastava,Democratic,Male,Texas,South Central,South,House,TX-03,Class 1,FALSE,FALSE,142953,0.3755,380747,Republican,"Frisco, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1020,Patrick E. Fallon,Republican,Male,Texas,South Central,South,House,TX-04,Class 1,TRUE,TRUE,241603,0.6838,353299,Republican,"Frisco, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1021,Simon W.B. Cardell,Democratic,Male,Texas,South Central,South,House,TX-04,Class 1,FALSE,FALSE,111696,0.3162,353299,Republican,"Aubrey, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1022,Lance C. Gooden,Republican,Male,Texas,South Central,South,House,TX-05,Class 1,TRUE,TRUE,192185,0.6408,299897,Republican,"Terrell, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1023,Ruth C. Torres,Democratic,Female,Texas,South Central,South,House,TX-05,Class 1,FALSE,FALSE,107712,0.3592,299897,Republican,"Mesquite, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1024,"John K. ""Jake"" Ellzey, Sr.",Republican,Male,Texas,South Central,South,House,TX-06,Class 1,TRUE,TRUE,188119,0.6568,286438,Republican,"Midlothian, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1025,John Benard Love III,Democratic,Male,Texas,South Central,South,House,TX-06,Class 1,FALSE,FALSE,98319,0.3432,286438,Republican,"Midland, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1026,Caroline W. Kane,Republican,Female,Texas,South Central,South,House,TX-07,Class 1,FALSE,FALSE,94651,0.3872,244471,Democratic,"Cypress, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1027,Elizabeth Ann Fletcher,Democratic,Female,Texas,South Central,South,House,TX-07,Class 1,TRUE,TRUE,149820,0.6128,244471,Democratic,"Houston, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1028,Morgan J. Luttrell,Republican,Male,Texas,South Central,South,House,TX-08,Class 1,TRUE,TRUE,233423,0.6822,342177,Republican,"Magnolia, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1029,Laura R. Jones,Democratic,Female,Texas,South Central,South,House,TX-08,Class 1,FALSE,FALSE,108754,0.3178,342177,Republican,"Coldspring, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1030,Alexander N. Green,Democratic,Male,Texas,South Central,South,House,TX-09,Class 1,TRUE,TRUE,184141,1.0,184141,Democratic,"Houston, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1031,Michael T. McCaul,Republican,Male,Texas,South Central,South,House,TX-10,Class 1,TRUE,TRUE,221229,0.636,347818,Republican,"Austin, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1032,Theresa Ott Boisseau,Democratic,Female,Texas,South Central,South,House,TX-10,Class 1,FALSE,FALSE,118280,0.3401,347818,Republican,"Austin, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1033,Jeff A. Miller,Libertarian,Male,Texas,South Central,South,House,TX-10,Class 1,FALSE,FALSE,8309,0.0239,347818,Republican,"College Station, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1034,August L. Pfluger,Republican,Male,Texas,South Central,South,House,TX-11,Class 1,TRUE,TRUE,211975,1.0,211975,Republican,"San Angelo, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1035,Craig A. Goldman,Republican,Male,Texas,South Central,South,House,TX-12,Class 1,FALSE,TRUE,215564,0.6345,339718,Republican,"Fort Worth, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1036,Trey J. Hunt,Democratic,Male,Texas,South Central,South,House,TX-12,Class 1,FALSE,FALSE,124154,0.3655,339718,Republican,"Fort Worth, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1037,Ronny L. Jackson,Republican,Male,Texas,South Central,South,House,TX-13,Class 1,TRUE,TRUE,240622,1.0,240622,Republican,"Amarillo, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1038,Randall K. Weber,Republican,Male,Texas,South Central,South,House,TX-14,Class 1,TRUE,TRUE,210320,0.6869,306195,Republican,"Friendswood, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1039,Rhonda J. Hart,Democratic,Female,Texas,South Central,South,House,TX-14,Class 1,FALSE,FALSE,95875,0.3131,306195,Republican,"Dickinson, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1040,Monica De La Cruz,Republican,Female,Texas,South Central,South,House,TX-15,Class 1,TRUE,TRUE,127804,0.5711,223769,Republican,"McAllen, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1041,Michelle Vallejo,Democratic,Female,Texas,South Central,South,House,TX-15,Class 1,FALSE,FALSE,95965,0.4289,223769,Republican,"Mission, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1042,Irene Armendariz Jackson,Republican,Female,Texas,South Central,South,House,TX-16,Class 1,FALSE,FALSE,89281,0.4043,220828,Democratic,"El Paso, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1043,Veronica Escobar,Democratic,Female,Texas,South Central,South,House,TX-16,Class 1,TRUE,TRUE,131391,0.595,220828,Democratic,"El Paso, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1044,Peter A. Sessions,Republican,Male,Texas,South Central,South,House,TX-17,Class 1,TRUE,TRUE,193101,0.6635,291042,Republican,"Waco, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1045,Mark A. Lorenzen,Democratic,Male,Texas,South Central,South,House,TX-17,Class 1,FALSE,FALSE,97941,0.3365,291042,Republican,"Waco, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1046,Maria C. Dunn,Republican,Female,Texas,South Central,South,House,TX-18 (Special),Class 3,FALSE,FALSE,47835,0.222,215505,Democratic,"Houston, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,TRUE,FALSE
1047,Kevin O. Dural,Republican,Male,Texas,South Central,South,House,TX-18 (Special),Class 3,FALSE,FALSE,21257,0.0986,215505,Democratic,"The Woodlands, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,TRUE,FALSE
1048,Erica S. Lee Carter,Democratic,Female,Texas,South Central,South,House,TX-18 (Special),Class 3,FALSE,TRUE,146413,0.6794,215505,Democratic,"Houston, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,TRUE,FALSE
1049,Lana J. Centonze,Republican,Female,Texas,South Central,South,House,TX-18,Class 1,FALSE,FALSE,66810,0.3055,218720,Democratic,"Humble, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1050,Sylvester S. Turner,Democratic,Male,Texas,South Central,South,House,TX-18,Class 1,FALSE,TRUE,151834,0.6942,218720,Democratic,"Houston, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1051,Jodey C. Arrington,Republican,Male,Texas,South Central,South,House,TX-19,Class 1,TRUE,TRUE,214950,0.8069,266375,Republican,"Lubbock, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1052,Bernard Johnson,Libertarian,Male,Texas,South Central,South,House,TX-19,Class 1,FALSE,FALSE,23964,0.09,266375,Republican,"Abilene, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1053,Nathan A. Lewis,Independent,Male,Texas,South Central,South,House,TX-19,Class 1,FALSE,FALSE,27461,0.1031,266375,Republican,"Lubbock, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1054,Joaquin Castro,Democratic,Male,Texas,South Central,South,House,TX-20,Class 1,TRUE,TRUE,157890,1.0,157890,Democratic,"San Antonio, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1055,"Charles E. ""Chip"" Roy",Republican,Male,Texas,South Central,South,House,TX-21,Class 1,TRUE,TRUE,263744,0.6185,426423,Republican,"Austin, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1056,Kristin A. Hook,Democratic,Female,Texas,South Central,South,House,TX-21,Class 1,FALSE,FALSE,153765,0.3606,426423,Republican,"San Antonio, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1057,Robert King,Libertarian,Male,Texas,South Central,South,House,TX-21,Class 1,FALSE,FALSE,8914,0.0209,426423,Republican,"New Braunfels, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1058,Troy E. Nehls,Republican,Male,Texas,South Central,South,House,TX-22,Class 1,TRUE,TRUE,209285,0.6212,336889,Republican,"Richmond, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1059,Marquette Greene-Scott,Democratic,Female,Texas,South Central,South,House,TX-22,Class 1,FALSE,FALSE,127604,0.3788,336889,Republican,"Rosharon, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1060,E. Anthony Gonzales II,Republican,Male,Texas,South Central,South,House,TX-23,Class 1,TRUE,TRUE,180720,0.623,290093,Republican,"San Antonio, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1061,Santos M. Limon,Democratic,Male,Texas,South Central,South,House,TX-23,Class 1,FALSE,FALSE,109373,0.377,290093,Republican,"San Antonio, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1062,Elizabeth Ann Van Duyne,Republican,Female,Texas,South Central,South,House,TX-24,Class 1,TRUE,TRUE,227108,0.603,376626,Republican,"Irving, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1063,Samuel B. Eppler,Democratic,Male,Texas,South Central,South,House,TX-24,Class 1,FALSE,FALSE,149518,0.397,376626,Republican,"Dallas, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1064,J. Roger Williams,Republican,Male,Texas,South Central,South,House,TX-25,Class 1,TRUE,TRUE,263042,0.9937,264703,Republican,"Weatherford, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1065,Brandon G. Gill,Republican,Male,Texas,South Central,South,House,TX-26,Class 1,FALSE,TRUE,241096,0.6207,388427,Republican,"Flower Mound, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1066,Ernest R. Lineberger III,Democratic,Male,Texas,South Central,South,House,TX-26,Class 1,FALSE,FALSE,138558,0.3567,388427,Republican,"Carrollton, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1067,Phil Gray,Libertarian,Male,Texas,South Central,South,House,TX-26,Class 1,FALSE,FALSE,8773,0.0226,388427,Republican,"Lewisville, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1068,Michael J. Cloud,Republican,Male,Texas,South Central,South,House,TX-27,Class 1,TRUE,TRUE,183980,0.6604,278576,Republican,"Victoria, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1069,Tanya W. Lloyd,Democratic,Female,Texas,South Central,South,House,TX-27,Class 1,FALSE,FALSE,94596,0.3396,278576,Republican,"Lockhart, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1070,Jay C. Furman,Republican,Male,Texas,South Central,South,House,TX-28,Class 1,FALSE,FALSE,112117,0.4719,237607,Democratic,"San Antonio, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1071,"Enrique R. ""Henry"" Cuellar",Democratic,Male,Texas,South Central,South,House,TX-28,Class 1,TRUE,TRUE,125490,0.5281,237607,Democratic,"Laredo, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1072,Alfredo Alan Garza,Republican,Male,Texas,South Central,South,House,TX-29,Class 1,FALSE,FALSE,52830,0.3471,152209,Democratic,"Hebbronville, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1073,Sylvia R. Garcia,Democratic,Female,Texas,South Central,South,House,TX-29,Class 1,TRUE,TRUE,99379,0.6529,152209,Democratic,"Houston, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1074,Jasmine F. Crockett,Democratic,Female,Texas,South Central,South,House,TX-30,Class 1,TRUE,TRUE,197650,0.8489,232825,Democratic,"Dallas, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1075,"Delma Lamar ""Jrmar"" Jefferson",Libertarian,Male,Texas,South Central,South,House,TX-30,Class 1,FALSE,FALSE,35175,0.1511,232825,Democratic,"Dallas, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1076,John R. Carter,Republican,Male,Texas,South Central,South,House,TX-31,Class 1,TRUE,TRUE,229087,0.6443,355557,Republican,"Round Rock, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1077,Stuart N. Whitlow,Democratic,Male,Texas,South Central,South,House,TX-31,Class 1,FALSE,FALSE,126470,0.3557,355557,Republican,"Austin, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1078,Darrell K. Day,Republican,Male,Texas,South Central,South,House,TX-32,Class 1,FALSE,FALSE,85941,0.3697,232464,Democratic,"Richardson, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1079,Julie E. Johnson,Democratic,Female,Texas,South Central,South,House,TX-32,Class 1,FALSE,TRUE,140536,0.6045,232464,Democratic,"Dallas, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1080,Kevin A. Hale,Libertarian,Male,Texas,South Central,South,House,TX-32,Class 1,FALSE,FALSE,3807,0.0164,232464,Democratic,"Dallas, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1081,Patrick D. Gillespie,Republican,Male,Texas,South Central,South,House,TX-33,Class 1,FALSE,FALSE,51864,0.3121,166153,Democratic,"Fort Worth, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1082,Marc A. Veasey,Democratic,Male,Texas,South Central,South,House,TX-33,Class 1,TRUE,TRUE,114289,0.6879,166153,Democratic,"Fort Worth, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1083,Mayra N. Flores,Republican,Female,Texas,South Central,South,House,TX-34,Class 1,FALSE,FALSE,97603,0.4871,200383,Democratic,"Los Indios, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1084,"Vicente Gonzalez, Jr.",Democratic,Male,Texas,South Central,South,House,TX-34,Class 1,TRUE,TRUE,102780,0.5129,200383,Democratic,"McAllen, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1085,Steven W. Wright,Republican,Male,Texas,South Central,South,House,TX-35,Class 1,FALSE,FALSE,82610,0.3264,253119,Democratic,"Buda, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1086,Gregorio E. Casar,Democratic,Male,Texas,South Central,South,House,TX-35,Class 1,TRUE,TRUE,170509,0.6736,253119,Democratic,"Austin, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1087,Brian P. Babin,Republican,Male,Texas,South Central,South,House,TX-36,Class 1,TRUE,TRUE,206009,0.6936,297018,Republican,"Woodville, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1088,Dayna F. Nicholson Steele,Democratic,Female,Texas,South Central,South,House,TX-36,Class 1,FALSE,FALSE,91009,0.3064,297018,Republican,"Seabrook, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1089,Jennifer Garcia Sharon,Republican,Female,Texas,South Central,South,House,TX-37,Class 1,FALSE,FALSE,80366,0.2358,340857,Democratic,"Austin, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1090,Lloyd A. Doggett II,Democratic,Male,Texas,South Central,South,House,TX-37,Class 1,TRUE,TRUE,252980,0.7422,340857,Democratic,"Austin, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1091,Girish M. Altekar,Libertarian,Male,Texas,South Central,South,House,TX-37,Class 1,FALSE,FALSE,7511,0.022,340857,Democratic,"Austin, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1092,Wesley P. Hunt,Republican,Male,Texas,South Central,South,House,TX-38,Class 1,TRUE,TRUE,215030,0.6273,342764,Republican,"Houston, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1093,Melissa A. McDonough,Democratic,Female,Texas,South Central,South,House,TX-38,Class 1,FALSE,FALSE,127640,0.3724,342764,Republican,"Tomball, Texas",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1094,John R. Curtis,Republican,Male,Utah,Mountain,West,Senate,UT-Sen,Class 1,FALSE,TRUE,914700,0.625,1463509,Republican,"Provo, Utah",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1095,Caroline L. Gleich,Democratic,Female,Utah,Mountain,West,Senate,UT-Sen,Class 1,FALSE,FALSE,464515,0.3174,1463509,Republican,"Park City, Utah",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1096,Carlton E. Bowen,Independent American,Male,Utah,Mountain,West,Senate,UT-Sen,Class 1,FALSE,FALSE,83972,0.0574,1463509,Republican,"American Fork, Utah",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1097,Blake D. Moore,Republican,Male,Utah,Mountain,West,House,UT-01,Class 1,TRUE,TRUE,230975,0.6313,365895,Republican,"Salt Lake City, Utah",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1098,William J. Campbell,Democratic,Male,Utah,Mountain,West,House,UT-01,Class 1,FALSE,FALSE,117319,0.3206,365895,Republican,"Syracuse, Utah",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1099,Daniel R. Cottam,Libertarian,Male,Utah,Mountain,West,House,UT-01,Class 1,FALSE,FALSE,17601,0.0481,365895,Republican,"Brighton, Utah",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1100,Celeste Maloy,Republican,Female,Utah,Mountain,West,House,UT-02,Class 1,TRUE,TRUE,205234,0.58,353838,Republican,"Cedar City, Utah",2024-11-05,2024,Presidential,2023-11-21,TRUE,FALSE,FALSE
1101,Nathaniel E. Woodward,Democratic,Male,Utah,Mountain,West,House,UT-02,Class 1,FALSE,FALSE,121114,0.3423,353838,Republican,"Price, Utah",2024-11-05,2024,Presidential,2023-11-21,TRUE,FALSE,FALSE
1102,Cassandra L. Easley,Constitution,Female,Utah,Mountain,West,House,UT-02,Class 1,FALSE,FALSE,19650,0.0555,353838,Republican,"Enoch, Utah",2024-11-05,2024,Presidential,2023-11-21,TRUE,FALSE,FALSE
1103,Tyler W. Murset,Unaffiliated,Male,Utah,Mountain,West,House,UT-02,Class 1,FALSE,FALSE,7840,0.0222,353838,Republican,"St. George, Utah",2024-11-05,2024,Presidential,2023-11-21,TRUE,FALSE,FALSE
1104,Michael S. Kennedy,Republican,Male,Utah,Mountain,West,House,UT-03,Class 1,FALSE,TRUE,242496,0.6639,365276,Republican,"American Fork, Utah",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1105,Glenn J. Wright,Democratic,Male,Utah,Mountain,West,House,UT-03,Class 1,FALSE,FALSE,122780,0.3361,365276,Republican,"Park City, Utah",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1106,C. Burgess Owens,Republican,Male,Utah,Mountain,West,House,UT-04,Class 1,TRUE,TRUE,230627,0.6342,363668,Republican,"Salt Lake City, Utah",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1107,Katrina R. Fallick-Wang,Democratic,Female,Utah,Mountain,West,House,UT-04,Class 1,FALSE,FALSE,109838,0.302,363668,Republican,"Salt Lake City, Utah",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1108,M. Evan Bullard,Unaffiliated,Male,Utah,Mountain,West,House,UT-04,Class 1,FALSE,FALSE,5856,0.0161,363668,Republican,"West Jordan, Utah",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1109,Vaughn R. Cook,United Utah,Male,Utah,Mountain,West,House,UT-04,Class 1,FALSE,FALSE,17347,0.0477,363668,Republican,"Springville, Utah",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1110,"Gerald P. Malloy, Jr.",Republican,Male,Vermont,New England,Northeast,Senate,VT-Sen,Class 1,FALSE,FALSE,116512,0.3207,363253,Independent,"Weathersfield, Vermont",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1111,Steven E. Berry,Independent,Male,Vermont,New England,Northeast,Senate,VT-Sen,Class 1,FALSE,FALSE,7941,0.0219,363253,Independent,"Manchester, Vermont",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1112,Mark Stewart Greenstein,Epic,Male,Vermont,New England,Northeast,Senate,VT-Sen,Class 1,FALSE,FALSE,1104,0.003,363253,Independent,"Brattleboro, Vermont",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1113,Matthew Harold Hill,Libertarian,Male,Vermont,New England,Northeast,Senate,VT-Sen,Class 1,FALSE,FALSE,4530,0.0125,363253,Independent,"Burke, Vermont",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1114,Bernard Sanders,Independent,Male,Vermont,New England,Northeast,Senate,VT-Sen,Class 1,TRUE,TRUE,229429,0.6316,363253,Independent,"Burlington, Vermont",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1115,Justin T. Schoville,Green Mountain Peace and Justice,Male,Vermont,New England,Northeast,Senate,VT-Sen,Class 1,FALSE,FALSE,3339,0.0092,363253,Independent,"Barnard, Vermont",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1116,C. Mark Coester,Republican,Male,Vermont,New England,Northeast,House,VT-AL,Class 1,FALSE,FALSE,104451,0.2979,350616,Democratic,"Westminister, Vermont",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1117,Rebecca A. Balint,Democratic,Female,Vermont,New England,Northeast,House,VT-AL,Class 1,TRUE,TRUE,218398,0.6229,350616,Democratic,"Brattleboro, Vermont",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1118,Jessica Jill Diamondstone,Green Mountain Peace and Justice,Female,Vermont,New England,Northeast,House,VT-AL,Class 1,FALSE,FALSE,7552,0.0215,350616,Democratic,"Dummerston, Vermont",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1119,Adam Ortiz,Independent,Male,Vermont,New England,Northeast,House,VT-AL,Class 1,FALSE,FALSE,19286,0.055,350616,Democratic,"Newport City, Vermont",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1120,Hung M. Cao,Republican,Male,Virginia,South Atlantic,South,Senate,VA-Sen,Class 1,FALSE,FALSE,2019911,0.4544,4445535,Democratic,"Purcellville, Virginia",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1121,Timothy M. Kaine,Democratic,Male,Virginia,South Atlantic,South,Senate,VA-Sen,Class 1,TRUE,TRUE,2417115,0.5437,4445535,Democratic,"Richmond, Virginia",2024-11-05,2024,Presidential,2018-11-06,TRUE,FALSE,FALSE
1122,Robert J. Wittman,Republican,Male,Virginia,South Atlantic,South,House,VA-01,Class 1,TRUE,TRUE,269657,0.5631,478906,Republican,"Montross, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1123,Leslie C. Mehta,Democratic,Female,Virginia,South Atlantic,South,House,VA-01,Class 1,FALSE,FALSE,208445,0.4353,478906,Republican,"Henrico, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1124,Jennifer Ann Kiggans,Republican,Female,Virginia,South Atlantic,South,House,VA-02,Class 1,TRUE,TRUE,207368,0.5074,408702,Republican,"Virginia Beach, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1125,"Melissa V. ""Missy"" Cotter Smasal",Democratic,Female,Virginia,South Atlantic,South,House,VA-02,Class 1,FALSE,FALSE,191666,0.469,408702,Republican,"Virginia Beach, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1126,"Robert E. Reid, Jr.",Independent,Male,Virginia,South Atlantic,South,House,VA-02,Class 1,FALSE,FALSE,9197,0.0225,408702,Republican,"Laneview, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1127,John E. Sitka III,Republican,Male,Virginia,South Atlantic,South,House,VA-03,Class 1,FALSE,FALSE,93801,0.2984,314397,Democratic,"Richmond, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
1128,Robert C. Scott,Democratic,Male,Virginia,South Atlantic,South,House,VA-03,Class 1,TRUE,TRUE,219926,0.6995,314397,Democratic,"Newport News, Virginia",2024-11-05,2024,Presidential,2022-11-08,TRUE,FALSE,FALSE
